année,rang,artiste,titre,id_spotify
2014,162,LONDON GRAMMAR,STRONG,no id
2014,163,VANCE JOY,RIPTIDE,no id
2014,164,FLORENT PAGNY,LE SOLDAT,no id
2014,165,KLANGKARUSSELL,SONNENTANZ,no id
2014,166,SHIN SEKAI,REVER,7IBTEIXqcfzJST9TVjYfEx
2014,167,RIHANNA FEAT. MIKKY EKKO,STAY,no id
2014,168,TEAM BS,1. 2. 3.,62EHHifpsBZyxh2WKzea6w
2014,169,ZAZ,ÉBLOUIE PAR LA NUIT,no id
2014,170,THE SHIN SEKAÏ,DU BERCEAU AU LINCEUL,7IBTEIXqcfzJST9TVjYfEx
2014,171,BOOBA,OKLM,6yb9F3Cdt3zTOSdjA9eCXP
2014,172,MAGIC SYSTEM,TU ES FOU,7CbbTg0ujpAaeLvEvk8JqS
2014,173,CAPITAL CITIES,SAFE AND SOUND,no id
2014,174,STROMAE,BÂTARD,no id
2014,175,LACRIM,TOUT LE MONDE VEUT DES LOVÉS,no id
2014,176,JUL,SEÑORA,7DOmn7S1L5WMkquLxclV9Q
2014,177,CALOGERO,LE PORTRAIT,7Lqmc0SlRH5qsKwZuVwWbL
2014,178,SHAKA PONK,WANNA GET FREE,no id
2014,179,KATY PERRY,UNCONDITIONALLY,no id
2014,180,CHRISTINE AND THE QUEENS,CHRISTINE,6Dd7nnbbijB4b3rzEguopa
2014,181,MASKA FEAT. MAÎTRE GIMS,PRIE POUR MOI,no id
2014,182,MARIN MONSTER FEAT. MAÎTRE GIMS,POUR COMMENCER,no id
2014,183,LANA DEL REY,WEST COAST,7Bwu9kcgAjeRLUcn96YA9E
2014,184,STROMAE,AVE CESARIA,no id
2014,185,THE CHAINSMOKERS,#SELFIE,1CwTQl3oL06qrjTithl9lB
2014,186,NICOLE SCHERZINGER,YOUR LOVE,5Wl4djik4ujuLJjx5aa5ZV
2014,187,WOODKID,IRON,no id
2014,188,BLACK M,JE GARDE LE SOURIRE,0HiPeJvUQEOf5PovvzEHeI
2014,189,ALOE BLACC,WAKE ME UP,no id
2014,190,CHAWKI,TIME OF OUR LIVES,2PX5mANQd3JbRCMKQXKWry
2014,191,SKIP THE USE,NAMELESS WORLD,no id
2014,192,P!NK FEAT. NATE RUESS,JUST GIVE ME A REASON,no id
2014,193,SOPRANO,ILS NOUS CONNAISSENT PAS,4RaFHSlQZgnBzlaavNZ87Q
2014,194,ED SHEERAN,I SEE FIRE,1xn54DMo2qIqBuMqHtUsFd
2014,195,JUL,TU LA LOVE,6KJ4rI1PNlajwr5JuvDHjZ
2014,196,LILLY WOOD & THE PRICK,PRAYER IN C,no id
2014,197,KATY PERRY,BIRTHDAY,no id
2014,198,WILL.I.AM FEAT. MILEY CYRUS & WIZ KHALIFA & FRENCH,FEELIN' MYSELF,no id
2014,199,YANNICK NOAH,ON COURT,5XE4I00PL0hWOjf2LRe6Fv
2014,200,TAL,LE PASSÉ,no id
2015,1,Omi,Cheerleader (Felix Jaehn Remix),1IIqWH3xOockDaP4Iigf3Q
2015,2,Major Lazer feat. DJ Snake & MØ,Lean On,0VZa6wIZVyagsgmhIaMllT
2015,3,Mark Ronson feat. Bruno Mars,Uptown Funk,no id
2015,4,Hozier,Take Me To Church,no id
2015,5,Marina Kaye,Homeless,no id
2015,6,Feder feat. Lyse,Goodbye,2ET1TRjIAlmMSTTobpIGEa
2015,7,Louane,Avenir,24xo98L0PaXQdPLIbioJEJ
2015,8,Wiz Khalifa feat. Charlie Puth,See You Again,02tTjKlh9iQ5jlWYPbKLJZ
2015,9,Ellie Goulding,Love Me Like You Do,20Ol6zZ0nLlc5EGTH1zA0j
2015,10,Lost Frequencies,Are You With Me,04fQv3qaZ7esJDKGvnvXaW
2015,11,Nicky Jam & Enrique Iglesias,El Perdón,5qzg1gLtZ6ElxA095WQymG
2015,12,Christine And the Queens,Christine,6Dd7nnbbijB4b3rzEguopa
2015,13,Felix Jaehn feat. Jasmine Thompson,Ain't Nobody (Loves Me Better),3beitV4REkUMQn4BXZlD8F
2015,14,Adele,Hello,1Eo1pg2D4beFgf3HFTJTMc
2015,15,Kygo feat. Parson James,Stole the Show,26bzHnyTkFBFHUFeRwFDn7
2015,16,Maître Gims,Est-ce que tu m'aimes ?,17akIzGypOY9OlQQIwwgGU
2015,17,Kygo feat. Conrad Sewell,Firestone,4JVCsRgCU1j17JcNGdwXNw
2015,18,The Avener,Fade Out Lines,no id
2015,19,The Weeknd,Earned It,28ZKQMoNBB0etKXZ97G2SN
2015,20,Louane,Jour 1,no id
2015,21,Ed Sheeran,Thinking Out Loud,7tfLd4nCjJy94JDp2eY86e
2015,22,Fréro Delavega,Le Chant Des Sirènes,4I41Y4B0dSxRF29HvfXJrT
2015,23,Jason Derulo,Want To Want Me,no id
2015,24,Sia,Chandelier,no id
2015,25,David Guetta feat. Nicki Minaj & Afrojack,Hey Mama,6iQsW6Jf1zg7qwrgI323gn
2015,26,Nekfeu,On verra,no id
2015,27,Lost Frequencies feat. Janieck Devy,Reality,2Soobsq1xYwaxUpGxUC12w
2015,28,Louane,Je vole,382dDmPLmwUqKfVO5lPHzF
2015,29,Kendji Girac,Andalouse,0HcwnUd3Me8BmCRn0Ql29S
2015,30,"Rihanna, Kanye West & Paul McCartney",FourFiveSeconds,3W6dGZZiH1GxBiQWE5CjzK
2015,31,Lilly Wood & The Prick feat. Robin Schulz,Prayer In C,no id
2015,32,Zara Larsson,Uncover,no id
2015,33,Ariana Grande,One Last Time,02dKziWdhy6KB4uBYwrgHA
2015,34,Christine and the Queens,Saint Claude,no id
2015,35,Maître Gims feat. Niska,Sapés comme jamais,4tYyNNlbRGlS6FNphD8mur
2015,36,Rihanna,Bitch Better Have My Money,0L6tzOdcRwb82xMBZ3WZyi
2015,37,David Guetta feat. Sam Martin,Dangerous,no id
2015,38,Maroon 5,Sugar,no id
2015,39,Robin Schulz feat. Francesco Yates,Sugar,23XWXQAZVXGyRRpEmYOyQF
2015,40,Sia,Elastic Heart,no id
2015,41,Kendji Girac,Conmigo,no id
2015,42,Maître Gims,Laissez passer,6Sb90bLz64NknFn2ONKqfd
2015,43,The Weeknd,Can't Feel My Face,no id
2015,44,L.E.J,Summer 2015,1jCuQqU6NUk40fgRrE1ohZ
2015,45,Calvin Harris & Disciples,How Deep Is Your Love,3cG32DOXJoYlOHMmJIaQsm
2015,46,Justin Bieber,What Do You Mean?,2hL8vuRtlo75Wr9PyZI5Jb
2015,47,Flo Rida feat. Sage the Gemini & Lookas,GDFR,2AyPe61zX0w8qipMCFopUA
2015,48,Soprano,Clown,0891o9TTyW9kIDGAUhhISa
2015,49,Charlie Puth feat. Meghan Trainor,Marvin Gaye,no id
2015,50,Tove Lo,Habits (Stay High),0chcfmxKrV9x4Uv49CDWmS
2015,51,Sam Smith,I'm Not The Only One,no id
2015,52,Martin Solveig & GTA,Intoxicated,0qKwevOYQD7cdaRlStlMj8
2015,53,Sam Smith,Stay With Me,no id
2015,54,The Avener feat. Kadebostany,Castle In The Snow,no id
2015,55,Fetty Wap,Trap Queen,67ji7he2Wbq7qjF2SeowDz
2015,56,Madcon feat. Ray Dalton,Don't Worry,6qL26V6nk5WHC7XO6iYFly
2015,57,Makassy,Doucement,no id
2015,58,Maître Gims,Brisé (Pilule Bleue),4tYyNNlbRGlS6FNphD8mur
2015,59,Charli XCX,Break The Rules,no id
2015,60,AronChupa,I'm an Albatraoz,1qHVYbxQ6IS8YRviorKDJI
2015,61,Anaïs Delva,"Libérée, Délivrée",no id
2015,62,Silentó,Watch Me (Whip / Nae Nae),no id
2015,63,Soprano feat. Uncle Phil,Fresh Prince,1rb1yPM4Hfe99z7vmhml5L
2015,64,Galantis,Runaway (U & I),2dpeESv6HYQndZyJfWi5Sa
2015,65,Soprano,Cosmo,7unHjWezuz5L4CzmzKfFtM
2015,66,Selah Sue,Alone,3LV9gyMW1FSF5dRQd3IP8a
2015,67,Synapson feat. Anna Kova,All In You,7uEemeVGR689u93gZN43tT
2015,68,Pharrell Williams,Happy,no id
2015,69,Avicii,Waiting For Love,0LUr5Q06EQu7QIid7cACFU
2015,70,Fifth Harmony feat. Kid Ink,Worth It,no id
2015,71,Black M,Sur ma route,1D2Rs9qcENebbiDR5wk88T
2015,72,Kendji Girac,Color Gitano,no id
2015,73,Chris Brown & Tyga,Ayo,2xVzcJFrgYk5UBLg5I4eqj
2015,74,Soprano,Millionnaire,1DVepCBVgMP3rNRtn4Izso
2015,75,Emma Louise,Jungle,no id
2015,76,R. City feat. Adam Levine,Locked Away,0iGMQyIMXpYm0N5IcRVq4Z
2015,77,Josef Salvat,Open Season,2TUI9Wu4GOSwKYwaLxrlE8
2015,78,John Legend,All Of Me,no id
2015,79,Nekfeu,Ma dope,0sDPWHOLdP5OlwwOcyRkX0
2015,80,Ed Sheeran,Photograph,5jBBJP31P5ZMdWxo2OKaYt
2015,81,Skrillex & Diplo feat. Justin Bieber,Where Are Ü Now,no id
2015,82,Black M feat. Kev Adams,Le prince Aladin,1IDS29EGqjEDTNf0JfTWCZ
2015,83,Christine and the Queens,Paradis Perdus,2MRP1IVOoDz3IYpmmCgP08
2015,84,Calvin Harris feat. Ellie Goulding,Outside,no id
2015,85,Amine,Señorita,3krbyxs6lRmcfCBY8qiqhD
2015,86,Calogero,Le Portrait,7Lqmc0SlRH5qsKwZuVwWbL
2015,87,Vianney,Pas là,48CctYPLYestDSAhLSMNWx
2015,88,Kendji Girac,Me Quemo,no id
2015,89,The Weeknd,The Hills,no id
2015,90,Drake,Hotline Bling,no id
2015,91,Ridsa,Là c'est die,4wwUC9yqfm56gadHvNxFZU
2015,92,O.T. Genasis,CoCo,0sFq10gbnEw519SPeozbaY
2015,93,DJ Snake & AlunaGeorge,You Know You Like It,no id
2015,94,Coldplay,A Sky Full Of Stars,5YErGPYkVAaEV04hVFdmvW
2015,95,Meghan Trainor,All About That Bass,no id
2015,96,Eva Simons feat. Konshens,Policeman,1Q2e4JVHuR3ZSjVnzRecGj
2015,97,Booba feat. Benash,Validée,no id
2015,98,The King's Son feat. Blacko,I'm Not Rich,4Kps66fAq14NzN6KJKpMdY
2015,99,Disclosure feat. Eliza Doolittle,You & Me,no id
2015,100,Justin Bieber,Sorry,no id
2015,101,Madilyn Bailey,Titanium,2vi8QP4ZXT2aAHbtlvzPW9
2015,102,Pharrell Williams,Freedom,3Aw8a13WJi24hkjRRtMp9n
2015,103,X Ambassadors,Renegades,no id
2015,104,Black M,On s'fait du mal,2lQPmA2AZCnQTSR0QQ1Ie6
2015,105,The Avener feat. Ane Brun,To Let Myself Go,4X7A4aN9mlr6acOtHgxyPr
2015,106,Robin Schulz feat. Jasmine Thompson,Sun Goes Down,1SrvubPy1Dg2BWJyTMcmgr
2015,107,Kendji Girac,Elle M'a Aimé,0W36ryvKeYrR0xU70IMVCI
2015,108,Selena Gomez feat. A$AP Rocky,Good For You,no id
2015,109,Nekfeu,"Nique les clones, Pt. II",0sDPWHOLdP5OlwwOcyRkX0
2015,110,Fréro Delavega,Mon Petit Pays,6vRDgJ6ZlOQ8DH1Y4Olx46
2015,111,Milky Chance,Stolen Dance,1C3qfwbqvOJ1th2YK6i24L
2015,112,Gradur,Rosa,no id
2015,113,Sia,Big Girls Cry,no id
2015,114,Calvin Harris feat. John Newman,Blame,6bJBlSpM6U9efi4HmlNv1a
2015,115,Gradur,Jamais,no id
2015,116,Taylor Swift,Shake It Off,no id
2015,117,Timmy Trumpet & Savage,Freaks,17iIPpYhxqp1l1nNd2KJTO
2015,118,Walk The Moon,Shut Up and Dance,0pjeb5QG2WJrOWub3QxZZ3
2015,119,Deorro x Chris Brown,Five More Hours,1j4y4oErsQ2dIiZXClg1Zc
2015,120,Maroon 5,Animals,no id
2015,121,Josef Salvat,Diamonds,22XLHhWmIM8IuCFqpkpCHX
2015,122,Kendji Girac,Cool,2EJ3bpUePMB4fN7gObOvUh
2015,123,Black M feat. The Shin Sekai & Doomams,Je ne dirai rien,1D2Rs9qcENebbiDR5wk88T
2015,124,Jessie J feat. Ariana Grande & Nicki Minaj,Bang Bang,no id
2015,125,Years & Years,King,no id
2015,126,Tiësto & KSHMR feat. Vassy,Secrets,7wrbQQmuhcVrcCla2Efd61
2015,127,Alonzo,Normal,no id
2015,128,Black M,Je garde le sourire,0HiPeJvUQEOf5PovvzEHeI
2015,129,Robin Schulz feat. Ilsey,Headlights,2ryym6yEc6r3ZuigHBDr1A
2015,130,Ariana Grande & The Weeknd,Love Me Harder,no id
2015,131,Coeur de pirate,Oublie-moi (Carry On),no id
2015,132,George Ezra,Budapest,6mcMKGEgukjyiR5IKElQ2E
2015,133,Rihanna,Diamonds,no id
2015,134,Tom Odell,Another Love,no id
2015,135,Nekfeu,Tempête,0sDPWHOLdP5OlwwOcyRkX0
2015,136,Julien Doré,Paris-Seychelles,no id
2015,137,Mac Tyer,Laisse moi te dire,71pKv8g4UYUody1605jff6
2015,138,Clean Bandit feat. Jess Glynne,Rather Be,no id
2015,139,Brigitte,A bouche que veux-tu,70RN3JLBO2OIDeloyRwEHr
2015,140,Jul,La fusée,no id
2015,141,Flo Rida feat. Robin Thicke & Verdine White,"I Don't Like It, I Love It",no id
2015,142,David Guetta feat. Sia & Fetty Wap,Bang my Head,7bpWEp24oHgUs08ImjakfU
2015,143,"Enrique Iglesias feat. Sean Paul, Descemer Bueno & Gente De",Bailando,no id
2015,144,Mr. Probz,Waves (Robin Schulz Remix),no id
2015,145,Fréro Delavega,Sweet Darling,0PrOwZBqkWhRQdfRPTzQ0Y
2015,146,Nekfeu,Egérie,no id
2015,147,Cats On Trees,Jimmy,no id
2015,148,Coldplay,Adventure Of A Lifetime,0TWPnJaGqeZB6bfdAcsfIj
2015,149,Daft Punk feat. Pharrell Williams,Get Lucky,no id
2015,150,Carly Rae Jepsen,I Really Like You,1GnRnBkdpt3wH5jsLO3WJa
2015,151,Bigflo & Oli,Comme d'hab,6lTELdxiiN3WUNfw0Ee1dy
2015,152,Beyoncé,7/11,no id
2015,153,Macklemore & Ryan Lewis feat. Ray Dalton,Can't Hold Us,no id
2015,154,Madeon feat. Kyan,You're On,2lLHODs4KPGdDGl8QoGmgx
2015,155,One Direction,Drag Me Down,7LnU0hAOYe9aq91PCKMI7A
2015,156,Stromae,Papaoutai,no id
2015,157,Fababy,Love d'un voyou,no id
2015,158,Martin Tungevaag,Wicked Wonderland,0QAshq09RscclyWVnLm3B1
2015,159,Mylène Farmer & Sting,Stolen Car,no id
2015,160,Matt Simons,Catch & Release (Deepend Remix),no id
2015,161,Imagine Dragons,Demons,no id
2015,162,Avicii,The Nights,no id
2015,163,Jul,Je tourne en rond,6OQPOyMXEr4Ci2wknB7lcU
2015,164,M. Pokora feat. Soprano,Mieux que nous,6nYZskSEVxpFZ0y0N4j7N5
2015,165,Magic System feat. Chawki,Magic In The Air,7CbbTg0ujpAaeLvEvk8JqS
2015,166,Louane,Maman,24xo98L0PaXQdPLIbioJEJ
2015,167,Naughty Boy feat. Beyoncé & Arrow Benjamin,Runnin' (Lose It All),no id
2015,168,David Guetta feat. Sia,Titanium,no id
2015,169,London Grammar,Wasting My Young Years,no id
2015,170,Youssoupha,Smile,2cYhytto2TTZm25E7amjcj
2015,171,David Guetta feat. Emeli Sandé,What I Did For Love,no id
2015,172,Alesso feat. Tove Lo,Heroes (We Could Be),no id
2015,173,Taylor Swift,Blank Space,no id
2015,174,Imagine Dragons,Radioactive,no id
2015,175,Nekfeu feat. Ed Sheeran,Reuf,no id
2015,176,Avicii,Wake Me Up,no id
2015,177,Lykke Li,I Follow Rivers,no id
2015,178,Boulevard des airs,Emmène-moi,56LX59zVOaXSwzfqjBxEYa
2015,179,Sia,Fire Meet Gasoline,no id
2015,180,Jul,En Y,1YVEeD0HajryKHCpkIxO8E
2015,181,Cris Cab,Englishman In New-York,5sgYOswV6HbXgDZt0xRGUj
2015,182,Jul,Lady,no id
2015,183,Calogero,Un Jour Au Mauvais Endroit,5sCzjaxZi2TFfVcPeSafo9
2015,184,Niska,Matuidi Charo (PSG),4JG9beVZ7TgT5bEKyBMIKu
2015,185,Annie Lennox,I Put A Spell On You,no id
2015,186,Maître Gims feat. Sia,Je te pardonne,4tYyNNlbRGlS6FNphD8mur
2015,187,Kendrick Lamar,King Kunta,7ycBtnsMtyVbbwTfJwRjSP
2015,188,Ed Sheeran,Sing,7FUogAgrnR5AlV9aZosZWe
2015,189,Rihanna,American Oxygen,1jzR3xpKcncJ1GBBucctXP
2015,190,Madonna,Ghosttown,no id
2015,191,Jul,Wesh alors,1vDRK4vmRYIBFyEMZ0cMbA
2015,192,Adele,Someone Like You,no id
2015,193,Asaf Avidan & the Mojos,One Day / Reckoning Song,no id
2015,194,James Bay,Hold Back The River,no id
2015,195,Alonzo,Finis les,no id
2015,196,Black M,C'est tout moi,1D2Rs9qcENebbiDR5wk88T
2015,197,Axwell /\ Ingrosso,Sun Is Shining,no id
2015,198,Bruno Mars,Locked Out Of Heaven,no id
2015,199,Blacko,Le temps est compté,no id
2015,200,Synapson feat. Victor Démé,Djon Maya Maï,0zukGwJKpRVleX571SwwLH
2016,1,Sia feat. Sean Paul,Cheap Thrills,1ZMYMTP0S4hp9AlGkAWWjt
2016,2,Drake feat. WizKid & Kyla,One Dance,05FOcj5Cygu51XbAmlJd2k
2016,3,Kungs Vs. Cookin' On 3 Burners,This Girl,2F3xZa0qxWSW5ApR8XCagL
2016,4,Alan Walker,Faded,1PiekNuFrrqJjJQwhUSLip
2016,5,Twenty One Pilots,Stressed Out,no id
2016,6,Coldplay,Hymn For The Weekend,3cfAM8b8KqJRoIzt3zLKqw
2016,7,Mike Posner,I Took A Pill In Ibiza,no id
2016,8,Rihanna feat. Drake,Work,no id
2016,9,Justin Timberlake,Can't Stop The Feeling!,no id
2016,10,Imany,Don't Be So Shy,no id
2016,11,Yall feat. Gabriela Richardson,Hundred Miles,5Ba7TDuA3AcsCK91T4AtQk
2016,12,Justin Bieber,Love Yourself,7fZH0aUAjY3ay25obOUf2a
2016,13,Major Lazer feat. Nyla & Fuse ODG,Light It Up,33m2cInhPsekWLsZ9ENPrG
2016,14,Matt Simons,Catch & Release (Deepend Remix),no id
2016,15,Desiigner,Panda,0cHT4ll3sEPyFFWoFuibMl
2016,16,Møme feat. Merryn Jeann,Aloha,5I1FFFNrQcmXvF4GyrLcVn
2016,17,Calvin Harris feat. Rihanna,This Is What You Came For,3pEgGUv379EDinvg1TN7Kt
2016,18,Jain,Come,2BvHKJ23YjpgtttDC0MdTH
2016,19,Lukas Graham,7 Years,no id
2016,20,G-Eazy feat. Bebe Rexha,"Me, Myself & I",3P0cZON8mQk0iTnZddhseo
2016,21,DJ Snake feat. Justin Bieber,Let Me Love You,55bbXORm6ZrVq52zfZnxBf
2016,22,Maître Gims feat. Niska,Sapés comme jamais,4tYyNNlbRGlS6FNphD8mur
2016,23,Jul,Tchikita,no id
2016,24,Alonzo,Binta,45YXrJApDqC6eife1P39Dd
2016,25,Justin Bieber,Sorry,no id
2016,26,David Guetta feat. Zara Larsson,This One's For You,7EvlnQaVuUuFLIeSuE6nRq
2016,27,Deorro feat. Elvis Crespo,Bailar,no id
2016,28,DJ Snake feat. Bipolar Sunshine,Middle,no id
2016,29,Twenty One Pilots,Ride,no id
2016,30,Zara Larsson,Lush Life,6x3lObhgC3H0KpOfePojFG
2016,31,The Chainsmokers feat. Daya,Don't Let Me Down,2SByipSK8eZ2pasaIwwzhf
2016,32,Fifth Harmony feat. Ty Dolla $ign,Work From Home,7wFsG5BDL7B2UqoK8FgTfk
2016,33,Jonas Blue feat. Dakota,Fast Car,no id
2016,34,PNL,Naha,5GFHFEASZeJF0gyWuDDjGE
2016,35,Enrique Iglesias feat. Wisin,Duele el Corazón,5Ouuxga807CPAs81lSloBJ
2016,36,MHD,Afro Trap Part. 3 (Champions League),no id
2016,37,Major Lazer feat. DJ Snake & MØ,Lean On,0VZa6wIZVyagsgmhIaMllT
2016,38,Jennifer Lopez,Ain't Your Mama,5Bd99eGJKXoRMnqgqWlWmp
2016,39,Booba,92i veyron,4W0JcWMubHSv9WIlANwEZx
2016,40,Twenty One Pilots,Heathens,no id
2016,41,David Guetta feat. Sia & Fetty Wap,Bang my Head,7bpWEp24oHgUs08ImjakfU
2016,42,Kids United,On écrit sur les murs,6NLmAX0YPj2v0iHSEUMsNt
2016,43,Major Lazer feat. Justin Bieber & MØ,Cold Water,no id
2016,44,Jul,Mon bijou,2lOGNxj6HvCao5X7Q9h9TC
2016,45,Feder feat. Emmi,Blind,1o8829keXHVih40waDH813
2016,46,Gnash feat. Olivia O'Brien,"I Hate U, I Love U",no id
2016,47,Julian Perretta,Miracle,6dac6FAu77LPbqVoaYuOl8
2016,48,Kendji Girac feat. Soprano,No me mirès màs,08BeWfdtLgXbqBEyIlwvAn
2016,49,Booba,DKR,no id
2016,50,SCH,Champs-Élysées,3Ed7CjPQZQEGEqqsUqfy6l
2016,51,PNL,J'suis QLF,6yQ37S5xST6XmW7RjcCsWp
2016,52,SCH,Fusil,3Ed7CjPQZQEGEqqsUqfy6l
2016,53,The Weeknd feat. Daft Punk,Starboy,09fggMHib4YkOtwQNXEBII
2016,54,Céline Dion,Encore un soir,5Oqp1x2xqJQxJgV66jn992
2016,55,Djadja & Dinaz,J'fais mes affaires,62VlYdsqe8iRyIEx8oIXp0
2016,56,Amir,J'ai cherché,no id
2016,57,Vitaa feat. Jul,Ca les dérange,no id
2016,58,Jul,Amnésia,1YVEeD0HajryKHCpkIxO8E
2016,59,LP,Lost on You,no id
2016,60,MHD,Afro Trap Part. 5 (Ngatie Abedi),0SzW2TGB5q2fvRAIw9649j
2016,61,MZ feat. Nekfeu,Les princes,5UzcERu0xEFd1PBvUua7cy
2016,62,Claudio Capéo,Un homme debout,no id
2016,63,Booba feat. Benash,Validée,no id
2016,64,Charlie Puth feat. Selena Gomez,We Don't Talk Anymore,5Nwsra93UQYJ6xxcjcE10x
2016,65,Sia feat. Kendrick Lamar,The Greatest,77HfZENS166sAS9SUoBwYG
2016,66,Madcon feat. Ray Dalton,Don't Worry,6qL26V6nk5WHC7XO6iYFly
2016,67,SCH,Allo maman,30VI9kJrbCWDucoAOiso3x
2016,68,Kent Jones,Don't Mind,no id
2016,69,PNL,Onizuka,5GFHFEASZeJF0gyWuDDjGE
2016,70,DNCE,Cake By The Ocean,no id
2016,71,PNL,Bené,5GFHFEASZeJF0gyWuDDjGE
2016,72,Flume feat. Kai,Never Be Like You,no id
2016,73,Robin Schulz feat. Francesco Yates,Sugar,23XWXQAZVXGyRRpEmYOyQF
2016,74,PNL,DA,7gqlBKTuOF0LVo9HwZ1l4B
2016,75,PNL,Dans la légende,5GFHFEASZeJF0gyWuDDjGE
2016,76,Drake,Hotline Bling,no id
2016,77,Petit Biscuit,Sunset Lover,no id
2016,78,Maître Gims,Ma beaute,3XgBvgcrqMKjpZ1OHvatmB
2016,79,Kungs feat. Jamie N Commons,Don't You Know,no id
2016,80,MHD,A Kele Nta,0SzW2TGB5q2fvRAIw9649j
2016,81,Jul,Wesh alors,1vDRK4vmRYIBFyEMZ0cMbA
2016,82,Justin Bieber,What Do You Mean?,2hL8vuRtlo75Wr9PyZI5Jb
2016,83,Mike Perry feat. Shy Martin,The Ocean,no id
2016,84,Izzy Bizu,White Tiger,3hOwzsqDA5j2B1CH2iQ8bd
2016,85,Sadek feat. Gradur,Andale,1gKfmHEnAa7oMb1g46tGYf
2016,86,Maître Gims,Tu vas me manquer,4tYyNNlbRGlS6FNphD8mur
2016,87,Coldplay,Adventure Of A Lifetime,0TWPnJaGqeZB6bfdAcsfIj
2016,88,Martin Garrix & Bebe Rexha,In The Name Of Love,no id
2016,89,The Chainsmokers feat. Halsey,Closer,0rSLgV8p5FzfnqlEk4GzxE
2016,90,Era Istrefi,Bonbon,no id
2016,91,Jul,Emotions,2lOGNxj6HvCao5X7Q9h9TC
2016,92,Soprano,En feu,no id
2016,93,Jain,Makeba,2S12TNfqdnUFdTfYlE96tb
2016,94,Jul feat. Alonzo,Comme d'hab,1YVEeD0HajryKHCpkIxO8E
2016,95,Jonas Blue feat. JP Cooper,Perfect Strangers,no id
2016,96,Broken Back,Halcyon Birds,4YdEiOaMfih3fhB2NDitir
2016,97,PNL,Le monde ou rien,1mjeBeQOvIRHv0EWSXcyEd
2016,98,Christophe Maé,Il est où le bonheur,02h7agi6USIV53lY2IG5T5
2016,99,Bruno Mars,24K Magic,no id
2016,100,Drake feat. Rihanna,Too Good,2e42oY2oFArkkTENT8UVXD
2016,101,Soprano,Le Diable ne s'habille plus en Prada,no id
2016,102,Willy William,Ego,0htnFLmRlbebvICDCxzZLQ
2016,103,Mark Ronson feat. Bruno Mars,Uptown Funk,no id
2016,104,Zayn,Pillowtalk,3uNQNisYGYQZjGORMiuAZt
2016,105,Kygo feat. Maty Noyes,Stay,0uMIzWh1uEpHEBell4rlF8
2016,106,Jul,En Y,1YVEeD0HajryKHCpkIxO8E
2016,107,Sia,Chandelier,no id
2016,108,Omi,Cheerleader (Felix Jaehn Remix),no id
2016,109,Ridsa,Pardon,4xiFC30JL1LNryg7x0BeDd
2016,110,Keen'V,Rien qu'une fois,2FCFPzEWt7sTBeeMGWavUp
2016,111,Calvin Harris,My Way,no id
2016,112,Adele,Hello,1Eo1pg2D4beFgf3HFTJTMc
2016,113,Nicky Jam & Enrique Iglesias,El Perdón,5qzg1gLtZ6ElxA095WQymG
2016,114,PNL,Oh lala,1mjeBeQOvIRHv0EWSXcyEd
2016,115,SCH,Je la connais,no id
2016,116,The Chainsmokers feat. Rozes,Roses,5uJqpJth89JzqPFt6vEzwF
2016,117,Felix Jaehn feat. Jasmine Thompson,Ain't Nobody (Loves Me Better),3beitV4REkUMQn4BXZlD8F
2016,118,Ed Sheeran,Photograph,5jBBJP31P5ZMdWxo2OKaYt
2016,119,Shay,PMW,no id
2016,120,Jul,Elle te balade,1YVEeD0HajryKHCpkIxO8E
2016,121,Ridsa,Là c'est die,4wwUC9yqfm56gadHvNxFZU
2016,122,Nekfeu,Ma dope,0sDPWHOLdP5OlwwOcyRkX0
2016,123,Cheat Codes x Kris Kross Amsterdam,Sex,no id
2016,124,Gradur,Rosa,no id
2016,125,Kygo feat. Parson James,Stole The Show,26bzHnyTkFBFHUFeRwFDn7
2016,126,Shawn Mendes,Stitches,no id
2016,127,Galantis,No Money,no id
2016,128,Nekfeu,On verra,no id
2016,129,Charlie Puth feat. Meghan Trainor,Marvin Gaye,no id
2016,130,"Lil Wayne, Wiz Khalifa & Imagine Dragons feat. Logic, Ty Dol",Sucker For Pain,no id
2016,131,Calvin Harris & Disciples,How Deep Is Your Love,3cG32DOXJoYlOHMmJIaQsm
2016,132,The Weeknd,Can't Feel My Face,no id
2016,133,Feder feat. Alex Aiono,Lordly,no id
2016,134,The Weeknd,The Hills,no id
2016,135,SCH,A7,3Ed7CjPQZQEGEqqsUqfy6l
2016,136,Maître Gims,Je te pardonne,4tYyNNlbRGlS6FNphD8mur
2016,137,Jul,My World,1YVEeD0HajryKHCpkIxO8E
2016,138,Flo Rida,My House,5lkNnHVlnCCCV304t89wOH
2016,139,Zaho feat. MHD,Laissez-les kouma,no id
2016,140,Kendji Girac,Les yeux de la mama,08BeWfdtLgXbqBEyIlwvAn
2016,141,Shawn Mendes,Treat You Better,no id
2016,142,Slimane,Paname,no id
2016,143,Booba,E.L.E.P.H.A.N.T,no id
2016,144,$-Crew,J'aurais pas dû,04WVdbGfvUAqUFRGw7ESPz
2016,145,Selena Gomez,Same Old Love,no id
2016,146,Kalash feat. Booba,Rouge et bleu,no id
2016,147,Lartiste,Maestro,no id
2016,148,Charlie Puth,One Call Away,5Nwsra93UQYJ6xxcjcE10x
